Sl.No.,GLIMS_ID,Glacier_ID,Longitude,Latitude,Area_sqKM,Elev_Max(m),Elev_Min(m),Elev_Mean(m),Slope_Max(degree),Slope_Mean(degree),Slope_Min(degree),Aspect(degree),Basin,index_right,HYBAS_L12,LENGTH_KM,DIST_DN_KM,DIST_UP_KM,CATCH_SKM,DIS_AV_CMS,ORD_STRA
1,G090594E27960N,MChgr16_532,90.594,27.96,0.154,5520,5336,5432.0,55.0,24.0,2.0,257.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
2,G090606E27981N,MChgr16_533,90.606,27.981,0.136,5405,5205,5300.0,61.0,23.0,0.0,223.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
3,G090609E27988N,MChgr16_541,90.609,27.988,0.675,5559,5237,5379.0,80.0,22.0,0.0,240.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
4,G090615E27983N,MChgr16_534,90.615,27.983,0.474,5486,5206,5369.0,70.0,20.0,1.0,185.0,Chamkhar Chhu,83728,4120833530,2.4927272417328576,765.7545332475142,13.60000012137673,9.726363680579446,1.739727260036902,3.0
5,G090621E27980N,MChgr16_535,90.621,27.98,0.543,5601,5222,5426.0,66.0,18.0,0.0,188.0,Chamkhar Chhu,83728,4120833530,2.4927272417328576,765.7545332475142,13.60000012137673,9.726363680579446,1.739727260036902,3.0
6,G090739E27919N,MChgr16_582,90.739,27.919,0.222,5310,5160,5252.0,58.0,19.0,1.0,268.0,Chamkhar Chhu,83728,4120833530,2.4927272417328576,765.7545332475142,13.60000012137673,9.726363680579446,1.739727260036902,3.0
7,G090743E27924N,MChgr16_581,90.743,27.924,0.219,5365,5201,5283.0,44.0,17.0,0.0,139.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
8,G090753E27923N,MChgr16_580,90.753,27.923,0.07,5238,5114,5173.0,50.0,23.0,0.0,315.0,Chamkhar Chhu,83659,4120836690,3.2763635976748033,756.109092018821,11.118181835521352,14.786363753405483,0.6879090842875568,3.0
9,G090769E27931N,MChgr16_579,90.769,27.931,0.359,5398,5159,5289.0,43.0,16.0,0.0,220.0,Chamkhar Chhu,83659,4120836690,3.2763635976748033,756.109092018821,11.118181835521352,14.786363753405483,0.6879090842875568,3.0
10,G090527E27929N,MChgr16_508,90.527,27.929,0.478,5493,5132,5342.0,54.0,20.0,0.0,122.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
11,G090505E28000N,MChgr16_514,90.505,28.0,0.764,5559,5230,5372.0,52.0,14.0,0.0,206.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
12,G090521E27985N,MChgr16_509,90.521,27.985,0.048,5388,5299,5338.0,53.0,24.0,2.0,269.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
13,G090518E27993N,MChgr16_512,90.518,27.993,0.092,5544,5346,5433.0,51.0,21.0,0.0,204.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
14,G090521E27990N,MChgr16_510,90.521,27.99,0.093,5453,5326,5387.0,55.0,18.0,0.0,221.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
15,G090524E27994N,MChgr16_511,90.524,27.994,0.1,5402,5194,5297.0,52.0,20.0,0.0,104.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
16,G090515E27999N,MChgr16_513,90.515,27.999,0.337,5485,5240,5391.0,53.0,16.0,0.0,80.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
17,G090502E28006N,MChgr16_515,90.502,28.006,0.082,5455,5294,5385.0,52.0,21.0,2.0,90.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
18,G090497E28014N,MChgr16_517,90.497,28.014,0.262,5633,5358,5519.0,70.0,27.0,0.0,124.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
19,G090535E28050N,MChgr16_520,90.535,28.05,0.41,5804,5142,5477.0,83.0,34.0,2.0,145.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
20,G090547E28044N,MChgr16_521,90.547,28.044,0.876,5903,4994,5222.0,85.0,21.0,0.0,196.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
21,G090560E28041N,MChgr16_522,90.56,28.041,1.24,5810,5159,5506.0,79.0,21.0,0.0,221.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
22,G090569E28030N,MChgr16_524,90.569,28.03,0.562,5555,5231,5406.0,71.0,18.0,0.0,239.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
23,G090578E28024N,MChgr16_525,90.578,28.024,0.519,5554,5209,5429.0,71.0,20.0,1.0,202.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
24,G090589E28018N,MChgr16_544,90.589,28.018,0.178,5602,5424,5528.0,52.0,17.0,0.0,179.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
25,G090582E28016N,MChgr16_526,90.582,28.016,0.831,5676,5257,5489.0,54.0,15.0,0.0,186.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
26,G090593E28018N,MChgr16_545,90.593,28.018,0.218,5610,5309,5495.0,68.0,19.0,0.0,189.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
27,G090584E28002N,MChgr16_527,90.584,28.002,0.099,5562,5423,5488.0,68.0,26.0,0.0,96.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
28,G090573E27991N,MChgr16_529,90.573,27.991,0.106,5455,5276,5356.0,58.0,21.0,2.0,282.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
29,G090572E27986N,MChgr16_531,90.572,27.986,0.082,5494,5269,5354.0,58.0,28.0,3.0,279.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
30,G090610E27994N,MChgr16_542,90.61,27.994,0.222,5512,5256,5369.0,67.0,21.0,0.0,260.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
31,G090636E27983N,MChgr16_538,90.636,27.983,0.044,5275,5157,5220.0,51.0,25.0,1.0,182.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
32,G090629E27984N,MChgr16_536,90.629,27.984,0.237,5406,5035,5217.0,70.0,28.0,1.0,117.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
33,G090620E27989N,MChgr16_540,90.62,27.989,0.347,5469,5088,5338.0,84.0,23.0,0.0,121.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
34,G090607E28021N,MChgr16_546,90.607,28.021,3.849,5738,5293,5476.0,57.0,10.0,0.0,138.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
35,G090638E28017N,MChgr16_550,90.638,28.017,0.178,5425,5270,5323.0,60.0,16.0,0.0,142.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
36,G090629E28019N,MChgr16_549,90.629,28.019,0.073,5390,5298,5337.0,42.0,14.0,0.0,113.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
37,G090612E28031N,MChgr16_548,90.612,28.031,0.136,5487,5405,5443.0,27.0,11.0,0.0,105.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
38,G090625E28044N,MChgr16_551,90.625,28.044,0.097,5511,5305,5400.0,62.0,28.0,0.0,263.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
39,G090667E28056N,MChgr16_555,90.667,28.056,0.079,5479,5313,5409.0,55.0,23.0,0.0,202.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
40,G090671E28056N,MChgr16_556,90.671,28.056,0.063,5450,5347,5397.0,47.0,22.0,0.0,182.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
41,G090691E28062N,MChgr16_557,90.691,28.062,7.409,6100,4879,5472.0,84.0,17.0,0.0,172.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
42,G090704E28042N,MChgr16_558,90.704,28.042,0.114,5401,5237,5323.0,58.0,19.0,1.0,90.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
43,G090719E28055N,MChgr16_559,90.719,28.055,4.427,5924,4973,5336.0,74.0,20.0,0.0,200.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
44,G090733E28039N,MChgr16_560,90.733,28.039,0.375,5701,5269,5519.0,62.0,24.0,1.0,204.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
45,G090736E28035N,MChgr16_561,90.736,28.035,0.097,5649,5247,5492.0,58.0,32.0,3.0,233.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
46,G090748E28015N,MChgr16_564,90.748,28.015,0.07,5279,5158,5227.0,51.0,20.0,0.0,261.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
47,G090732E28007N,MChgr16_563,90.732,28.007,0.382,5417,5182,5290.0,61.0,24.0,1.0,277.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
48,G090756E28022N,MChgr16_566,90.756,28.022,0.258,5524,5239,5382.0,64.0,20.0,0.0,147.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
49,G090752E28036N,MChgr16_562,90.752,28.036,8.782,6301,4912,5546.0,74.0,16.0,0.0,202.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
50,G090769E28024N,MChgr16_567,90.769,28.024,0.115,5543,5370,5446.0,55.0,30.0,11.0,117.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
51,G090773E28031N,MChgr16_568,90.773,28.031,0.397,5802,5270,5476.0,66.0,29.0,2.0,151.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
52,G090788E28028N,MChgr16_569,90.788,28.028,5.956,6203,4855,5330.0,71.0,18.0,0.0,195.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
53,G090796E27989N,MChgr16_573,90.796,27.989,0.036,5327,5203,5256.0,47.0,26.0,1.0,195.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
54,G090779E27967N,MChgr16_575,90.779,27.967,0.12,5378,5212,5312.0,45.0,24.0,0.0,195.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
55,G090766E27964N,MChgr16_576,90.766,27.964,0.07,5403,5267,5333.0,51.0,21.0,1.0,250.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
56,G090781E27955N,MChgr16_577,90.781,27.955,0.053,5359,5278,5324.0,52.0,22.0,3.0,289.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
57,G090767E27940N,MChgr16_578,90.767,27.94,1.497,5505,5127,5299.0,62.0,13.0,0.0,258.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
58,G090805E28003N,MChgr16_571,90.805,28.003,0.123,5323,5190,5266.0,48.0,22.0,1.0,275.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
59,G090806E28011N,MChgr16_570,90.806,28.011,0.182,5419,5222,5304.0,44.0,21.0,1.0,240.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
60,G090502E28016N,MChgr16_518,90.502,28.016,0.139,5410,5181,5248.0,67.0,27.0,0.0,126.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
61,G090567E28036N,MChgr16_523,90.567,28.036,0.382,5615,5327,5487.0,66.0,18.0,1.0,216.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
62,G090645E28047N,MChgr16_552,90.645,28.047,0.051,5343,5244,5296.0,49.0,18.0,1.0,117.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
63,G090649E28044N,MChgr16_553,90.649,28.044,0.032,5313,5242,5290.0,44.0,18.0,3.0,150.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
64,G090511E28038N,MChgr16_519,90.511,28.038,15.433,6388,4689,5261.0,86.0,24.0,0.0,142.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
65,G090741E27915N,MChgr16_583,90.741,27.915,0.039,5304,5227,5266.0,31.0,16.0,1.0,202.0,Chamkhar Chhu,83728,4120833530,2.4927272417328576,765.7545332475142,13.60000012137673,9.726363680579446,1.739727260036902,3.0
66,G090610E28036N,MChgr16_547,90.61,28.036,0.319,5638,5320,5499.0,79.0,20.0,1.0,104.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
67,G090751E28019N,MChgr16_565,90.751,28.019,0.053,5476,5325,5419.0,64.0,30.0,4.0,209.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
68,G090784E27970N,MChgr16_574,90.784,27.97,0.117,5297,5168,5226.0,54.0,22.0,1.0,271.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
69,G090568E27902N,MChgr16_504,90.568,27.902,0.153,5283,5116,5207.0,60.0,20.0,2.0,72.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
70,G090559E27909N,MChgr16_506,90.559,27.909,0.319,5425,5029,5219.0,66.0,27.0,1.0,167.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
71,G090550E27907N,MChgr16_507,90.55,27.907,0.207,5447,5105,5271.0,62.0,29.0,1.0,181.0,Chamkhar Chhu,83734,4120835740,3.193333367506663,766.2416788736979,20.633333404858906,13.442500034968058,2.005083308865627,3.0
72,G090578E27830N,MChgr16_500,90.578,27.83,0.085,5366,5212,5297.0,46.0,21.0,2.0,90.0,Chamkhar Chhu,83658,4120836680,4.498000001907348,753.5599975585938,25.800000190734863,22.972000408172608,5.4838001191616055,4.0
73,G090580E27836N,MChgr16_501,90.58,27.836,0.131,5311,5158,5224.0,54.0,19.0,1.0,104.0,Chamkhar Chhu,83658,4120836680,4.498000001907348,753.5599975585938,25.800000190734863,22.972000408172608,5.4838001191616055,4.0
74,G090574E27838N,MChgr16_502,90.574,27.838,0.295,5261,5092,5175.0,51.0,17.0,0.0,201.0,Chamkhar Chhu,83734,4120835740,3.193333367506663,766.2416788736979,20.633333404858906,13.442500034968058,2.005083308865627,3.0
75,G090587E27843N,MChgr16_503,90.587,27.843,0.288,5266,5134,5195.0,40.0,15.0,0.0,201.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
76,G090799E27893N,MChgr16_589,90.799,27.893,0.291,5282,5030,5168.0,51.0,18.0,1.0,91.0,Chamkhar Chhu,83659,4120836690,3.2763635976748033,756.109092018821,11.118181835521352,14.786363753405483,0.6879090842875568,3.0
77,G090792E27909N,MChgr16_588,90.792,27.909,2.759,5441,4973,5257.0,70.0,13.0,0.0,119.0,Chamkhar Chhu,83659,4120836690,3.2763635976748033,756.109092018821,11.118181835521352,14.786363753405483,0.6879090842875568,3.0
78,G090782E27899N,MChgr16_587,90.782,27.899,0.099,5435,5178,5312.0,66.0,34.0,2.0,180.0,Chamkhar Chhu,83659,4120836690,3.2763635976748033,756.109092018821,11.118181835521352,14.786363753405483,0.6879090842875568,3.0
79,G090777E27904N,MChgr16_586,90.777,27.904,0.429,5472,4964,5204.0,66.0,23.0,1.0,275.0,Chamkhar Chhu,83659,4120836690,3.2763635976748033,756.109092018821,11.118181835521352,14.786363753405483,0.6879090842875568,3.0
80,G090782E27915N,MChgr16_584,90.782,27.915,0.051,5325,5175,5255.0,53.0,26.0,3.0,278.0,Chamkhar Chhu,83659,4120836690,3.2763635976748033,756.109092018821,11.118181835521352,14.786363753405483,0.6879090842875568,3.0
81,G090565E27904N,MChgr16_505,90.565,27.904,0.033,5428,5297,5364.0,48.0,28.0,5.0,143.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
82,G090780E27912N,MChgr16_585,90.78,27.912,0.091,5369,5099,5190.0,55.0,25.0,3.0,292.0,Chamkhar Chhu,83659,4120836690,3.2763635976748033,756.109092018821,11.118181835521352,14.786363753405483,0.6879090842875568,3.0
83,G090652E28043N,MChgr16_554,90.652,28.043,0.048,5316,5132,5224.0,57.0,35.0,4.0,223.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
84,G090500E28009N,MChgr16_516,90.5,28.009,0.063,5457,5292,5379.0,61.0,30.0,3.0,88.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
85,G090615E27996N,MChgr16_543,90.615,27.996,0.107,5410,5324,5362.0,58.0,16.0,0.0,181.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
86,G090626E27987N,MChgr16_539,90.626,27.987,0.057,5362,5142,5235.0,72.0,41.0,8.0,162.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
87,G090634E27982N,MChgr16_537,90.634,27.982,0.034,5446,5308,5377.0,70.0,36.0,1.0,124.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
88,G090576E27989N,MChgr16_530,90.576,27.989,0.011,5509,5460,5490.0,50.0,26.0,5.0,202.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
89,G090800E27993N,MChgr16_572,90.8,27.993,0.035,5400,5228,5304.0,58.0,35.0,16.0,295.0,Chamkhar Chhu,83775,4121464200,2.973124973475933,776.1062545776367,9.543749928474426,13.870624914765358,0.6246249862015247,3.0
90,G090578E27992N,MChgr16_528,90.578,27.992,0.11,5508,5365,5431.0,52.0,21.0,2.0,93.0,Chamkhar Chhu,83727,4120833520,3.036470553454231,773.2294132008273,11.023529529571533,13.21764694592532,0.8693529384977676,3.0
91,G091605E27897N,MDagr16_696,91.605,27.897,0.143,5309,5047,5153.0,65.0,26.0,3.0,279.0,Dangme Chhu,83759,4120837000,4.6957143034253805,772.7285766601562,16.54285737446376,24.031428337097168,0.583999994610037,2.0
92,G091594E27860N,MDagr16_699,91.594,27.86,0.448,5235,4902,5057.0,66.0,25.0,1.0,234.0,Dangme Chhu,83759,4120837000,4.6957143034253805,772.7285766601562,16.54285737446376,24.031428337097168,0.583999994610037,2.0
93,G091485E27938N,MDagr16_691,91.485,27.938,0.558,5562,4996,5187.0,68.0,28.0,0.0,177.0,Dangme Chhu,83760,4120836990,3.432307697259463,775.0615469125601,12.700000029343824,19.196154044224667,0.6998461639651885,3.0
94,G091496E27933N,MDagr16_694,91.496,27.933,0.023,5180,5011,5101.0,52.0,35.0,16.0,209.0,Dangme Chhu,83760,4120836990,3.432307697259463,775.0615469125601,12.700000029343824,19.196154044224667,0.6998461639651885,3.0
95,G091475E27933N,MDagr16_690,91.475,27.933,0.365,5290,4936,5140.0,66.0,21.0,1.0,122.0,Dangme Chhu,83760,4120836990,3.432307697259463,775.0615469125601,12.700000029343824,19.196154044224667,0.6998461639651885,3.0
96,G091469E27932N,MDagr16_689,91.469,27.932,0.042,5186,5040,5112.0,56.0,26.0,1.0,208.0,Dangme Chhu,83760,4120836990,3.432307697259463,775.0615469125601,12.700000029343824,19.196154044224667,0.6998461639651885,3.0
97,G091430E27948N,MDagr16_687,91.43,27.948,0.247,5121,4827,4934.0,56.0,19.0,0.0,220.0,Dangme Chhu,83760,4120836990,3.432307697259463,775.0615469125601,12.700000029343824,19.196154044224667,0.6998461639651885,3.0
98,G091445E27945N,MDagr16_688,91.445,27.945,0.055,5147,4965,5045.0,47.0,22.0,4.0,98.0,Dangme Chhu,83847,4121463930,5.010000061988831,784.9199951171875,10.680000019073486,27.368000268936157,0.39659999608993557,2.0
99,G091423E27951N,MDagr16_685,91.423,27.951,0.045,5134,5024,5085.0,51.0,22.0,1.0,173.0,Dangme Chhu,83760,4120836990,3.432307697259463,775.0615469125601,12.700000029343824,19.196154044224667,0.6998461639651885,3.0
100,G091493E27934N,MDagr16_693,91.493,27.934,0.037,5174,5052,5104.0,54.0,29.0,9.0,206.0,Dangme Chhu,83760,4120836990,3.432307697259463,775.0615469125601,12.700000029343824,19.196154044224667,0.6998461639651885,3.0
101,G091428E27953N,MDagr16_686,91.428,27.953,0.069,5163,4991,5081.0,58.0,22.0,2.0,176.0,Dangme Chhu,83760,4120836990,3.432307697259463,775.0615469125601,12.700000029343824,19.196154044224667,0.6998461639651885,3.0
102,G091368E27851N,MDagr16_680,91.368,27.851,0.16,5267,4962,5101.0,78.0,29.0,0.0,108.0,Dangme Chhu,83760,4120836990,3.432307697259463,775.0615469125601,12.700000029343824,19.196154044224667,0.6998461639651885,3.0
103,G091370E27860N,MDagr16_681,91.37,27.86,0.408,5149,4770,4930.0,75.0,27.0,0.0,96.0,Dangme Chhu,83760,4120836990,3.432307697259463,775.0615469125601,12.700000029343824,19.196154044224667,0.6998461639651885,3.0
104,G091378E27906N,MDagr16_682,91.378,27.906,0.083,5156,4947,5053.0,63.0,26.0,1.0,106.0,Dangme Chhu,83760,4120836990,3.432307697259463,775.0615469125601,12.700000029343824,19.196154044224667,0.6998461639651885,3.0
105,G091378E27914N,MDagr16_683,91.378,27.914,0.04,5069,4915,4981.0,63.0,25.0,0.0,130.0,Dangme Chhu,83791,4121464950,3.203750029206276,778.8625030517578,13.099999964237213,17.776249945163727,0.9318750137463212,3.0
106,G091501E27935N,MDagr16_695,91.501,27.935,0.341,5485,4870,5245.0,66.0,29.0,1.0,129.0,Dangme Chhu,83760,4120836990,3.432307697259463,775.0615469125601,12.700000029343824,19.196154044224667,0.6998461639651885,3.0
107,G091419E27949N,MDagr16_684,91.419,27.949,0.043,5023,4930,4973.0,54.0,21.0,1.0,204.0,Dangme Chhu,83760,4120836990,3.432307697259463,775.0615469125601,12.700000029343824,19.196154044224667,0.6998461639651885,3.0
108,G091612E27863N,MDagr16_698,91.612,27.863,0.037,4892,4819,4857.0,43.0,23.0,2.0,299.0,Dangme Chhu,83759,4120837000,4.6957143034253805,772.7285766601562,16.54285737446376,24.031428337097168,0.583999994610037,2.0
109,G091488E27939N,MDagr16_692,91.488,27.939,0.016,5295,5215,5253.0,61.0,37.0,5.0,190.0,Dangme Chhu,83760,4120836990,3.432307697259463,775.0615469125601,12.700000029343824,19.196154044224667,0.6998461639651885,3.0
110,G091570E27850N,MDagr16_700,91.57,27.85,0.042,5101,4970,5021.0,71.0,23.0,2.0,218.0,Dangme Chhu,83759,4120837000,4.6957143034253805,772.7285766601562,16.54285737446376,24.031428337097168,0.583999994610037,2.0
111,G091610E27896N,MDagr16_697,91.61,27.896,0.07,5347,5161,5264.0,60.0,26.0,1.0,84.0,Dangme Chhu,83759,4120837000,4.6957143034253805,772.7285766601562,16.54285737446376,24.031428337097168,0.583999994610037,2.0
112,G089111E27542N,WHagr16_1,89.111,27.542,0.09,5348,5070,5248.0,66.0,36.0,2.0,278.0,Haa Chhu,83108,4121470730,4.240000024437904,649.0333353678385,12.291666626930237,16.959999894102413,0.9390833315749965,2.0
113,G089116E27549N,WHagr16_2,89.116,27.549,0.08,5579,5317,5460.0,63.0,34.0,4.0,203.0,Haa Chhu,83337,4121468690,4.466000032424927,689.3200073242188,10.199999904632568,16.40200004577637,0.6009999930858612,2.0
114,G089161E27574N,WHagr16_3,89.161,27.574,0.103,5624,5377,5524.0,67.0,40.0,3.0,283.0,Haa Chhu,83108,4121470730,4.240000024437904,649.0333353678385,12.291666626930237,16.959999894102413,0.9390833315749965,2.0
